lake_id,rows,rows_valid,frac_valid,pct_valid_geom_med,pct_valid_emp_med,lake_name
GL-1,361,361,1.0,,,Erie
GL-2,361,361,1.0,,,Huron
GL-3,361,361,1.0,,,Michigan
GL-4,361,361,1.0,,,Ontario
GL-5,361,361,1.0,,,Superior
