date,CI_mean,CI_p90,n_valid,src,engine,qc_low_coverage
2024-12-14,0.0002990183420479,5.0000002374872565e-05,1387153.0,S3M_OLCI_EFRNT.20241214.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-15,0.0005627655191347,5.054649227531627e-05,1073970.0,S3M_OLCI_EFRNT.20241215.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-16,0.0004155725182499,5.0000002374872565e-05,1138059.0,S3M_OLCI_EFRNT.20241216.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-17,0.0002977549447678,5.0000002374872565e-05,1030689.0,S3M_OLCI_EFRNT.20241217.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-18,0.0003104382194578,5.0000002374872565e-05,1161668.0,S3M_OLCI_EFRNT.20241218.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-19,0.0002581939043011,5.0000002374872565e-05,751450.0,S3M_OLCI_EFRNT.20241219.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-20,0.0002110066998284,5.0000002374872565e-05,1130099.0,S3M_OLCI_EFRNT.20241220.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-21,0.0002221930481027,5.0000002374872565e-05,1106058.0,S3M_OLCI_EFRNT.20241221.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-22,0.0002795278269331,5.0000002374872565e-05,1102009.0,S3M_OLCI_EFRNT.20241222.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-23,0.0003459650906734,5.0000002374872565e-05,938295.0,S3M_OLCI_EFRNT.20241223.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-24,0.000312739983201,5.0000002374872565e-05,586073.0,S3M_OLCI_EFRNT.20241224.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-25,0.0004985645064152,5.0000002374872565e-05,526977.0,S3M_OLCI_EFRNT.20241225.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-26,0.0004134660412091,5.0000002374872565e-05,526513.0,S3M_OLCI_EFRNT.20241226.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-27,0.000225431722356,5.0000002374872565e-05,672325.0,S3M_OLCI_EFRNT.20241227.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-28,0.0003183357766829,5.0000002374872565e-05,626450.0,S3M_OLCI_EFRNT.20241228.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-29,0.0004055915633216,5.0000002374872565e-05,578561.0,S3M_OLCI_EFRNT.20241229.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-12-30,0.0003939795715268,5.0000002374872565e-05,932556.0,S3M_OLCI_EFRNT.20241230.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-12-31,0.0002030380564974,5.0000002374872565e-05,1013973.0,S3M_OLCI_EFRNT.20241231.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
